Record_Origin,Industry_Sector,Job_Title,Location,Region,Top_In_Demand_Technologies_MI (80% Share),Derived_Skill_DNA_Tokens,Market_Demand_Share_Pct,Projected_Growth_Rate_2026_Pct,Timestamp_UTC
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Renewable Energy Project Manager,"Michigan, USA",Southeast Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Energy Analytics', 'IoT Sensor Networks', 'Microgrid Control', 'Solar Storage Systems']",33,15,2026-05-16T19:13:21.289164+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Grid Integration Engineer,"Michigan, USA",West Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Energy Analytics', 'Power Systems', 'SCADA', 'Sustainability Mapping']",31,15,2026-05-16T19:13:21.289181+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Smart Grid SCADA Operator,"Michigan, USA",Upper Peninsula,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Energy Analytics', 'Grid Integration', 'Power Systems', 'Solar Storage Systems']",16,11,2026-05-16T19:13:21.289191+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Microgrid Controls Engineer,"Michigan, USA",North East Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Energy Analytics', 'Microgrid Control', 'Python', 'Sustainability Mapping']",30,11,2026-05-16T19:13:21.289198+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Microgrid Controls Engineer,"Michigan, USA",Upper Peninsula,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Energy Analytics', 'SCADA', 'Solar Storage Systems', 'Sustainability Mapping']",15,25,2026-05-16T19:13:21.289206+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Renewable Energy Project Manager,"Michigan, USA",West Michigan,MATLAB Simulink Power Systems & Grid Integration,"['SCADA', 'Smart Grid Cert', 'Sustainability Mapping', 'Wind Telemetry']",35,23,2026-05-16T19:13:21.289213+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Sustainability Data Analyst,"Michigan, USA",North East Michigan,Smart Grid Architectures & Solar Storage Arrays,"['IoT Sensor Networks', 'Power Systems', 'Smart Grid Cert', 'Sustainability Mapping']",21,17,2026-05-16T19:13:21.289220+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Grid Integration Engineer,"Michigan, USA",East Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Grid Integration', 'SCADA', 'Sustainability Mapping', 'Wind Telemetry']",35,9,2026-05-16T19:13:21.289227+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Renewable Energy Project Manager,"Michigan, USA",South Central Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Power Systems', 'Python', 'SCADA', 'Sustainability Mapping']",35,26,2026-05-16T19:13:21.289234+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Smart Grid SCADA Operator,"Michigan, USA",West Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Energy Analytics', 'IoT Sensor Networks', 'SCADA', 'Wind Telemetry']",16,13,2026-05-16T19:13:21.289242+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Sustainability Data Analyst,"Michigan, USA",North East Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Microgrid Control', 'SCADA', 'Solar Storage Systems', 'Wind Telemetry']",16,20,2026-05-16T19:13:21.289249+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Sustainability Data Analyst,"Michigan, USA",South Central Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Grid Integration', 'Power Systems', 'Python', 'Solar Storage Systems']",20,17,2026-05-16T19:13:21.289257+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Grid Integration Engineer,"Michigan, USA",Southeast Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Power Systems', 'Python', 'SCADA', 'Smart Grid Cert']",24,26,2026-05-16T19:13:21.289264+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Solar Storage Infrastructure Specialist,"Michigan, USA",Northwest Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Grid Integration', 'Power Systems', 'SCADA', 'Wind Telemetry']",25,17,2026-05-16T19:13:21.289279+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Sustainability Data Analyst,"Michigan, USA",North East Michigan,Smart Grid Architectures & Solar Storage Arrays,"['IoT Sensor Networks', 'Smart Grid Cert', 'Sustainability Mapping', 'Wind Telemetry']",32,24,2026-05-16T19:13:21.289299+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Microgrid Controls Engineer,"Michigan, USA",North East Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Grid Integration', 'Smart Grid Cert', 'Solar Storage Systems', 'Wind Telemetry']",31,22,2026-05-16T19:13:21.289308+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Smart Grid SCADA Operator,"Michigan, USA",East Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Energy Analytics', 'Microgrid Control', 'SCADA', 'Sustainability Mapping']",18,18,2026-05-16T19:13:21.289316+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Renewable Energy Project Manager,"Michigan, USA",West Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Energy Analytics', 'Microgrid Control', 'Python', 'Smart Grid Cert']",29,28,2026-05-16T19:13:21.289323+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Solar Storage Infrastructure Specialist,"Michigan, USA",East Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Energy Analytics', 'SCADA', 'Smart Grid Cert', 'Sustainability Mapping']",20,8,2026-05-16T19:13:21.289330+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Sustainability Data Analyst,"Michigan, USA",Upper Peninsula,MATLAB Simulink Power Systems & Grid Integration,"['Microgrid Control', 'Power Systems', 'SCADA', 'Smart Grid Cert']",24,26,2026-05-16T19:13:21.289337+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Grid Integration Engineer,"Michigan, USA",Upper Peninsula,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Microgrid Control', 'SCADA', 'Smart Grid Cert', 'Sustainability Mapping']",20,27,2026-05-16T19:13:21.289344+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Smart Grid SCADA Operator,"Michigan, USA",South Central Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Energy Analytics', 'Python', 'Smart Grid Cert', 'Solar Storage Systems']",27,21,2026-05-16T19:13:21.289351+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Solar Storage Infrastructure Specialist,"Michigan, USA",Northwest Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Power Systems', 'Smart Grid Cert', 'Sustainability Mapping', 'Wind Telemetry']",17,20,2026-05-16T19:13:21.289358+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Microgrid Controls Engineer,"Michigan, USA",Upper Peninsula,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Power Systems', 'SCADA', 'Smart Grid Cert', 'Sustainability Mapping']",20,12,2026-05-16T19:13:21.289365+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Microgrid Controls Engineer,"Michigan, USA",North East Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Microgrid Control', 'SCADA', 'Sustainability Mapping', 'Wind Telemetry']",22,8,2026-05-16T19:13:21.289372+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Renewable Energy Project Manager,"Michigan, USA",East Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Microgrid Control', 'Power Systems', 'SCADA', 'Wind Telemetry']",22,22,2026-05-16T19:13:21.289379+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Microgrid Controls Engineer,"Michigan, USA",South Central Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Energy Analytics', 'Microgrid Control', 'Power Systems', 'Python']",25,17,2026-05-16T19:13:21.289387+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Grid Integration Engineer,"Michigan, USA",Northwest Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Energy Analytics', 'Power Systems', 'Sustainability Mapping', 'Wind Telemetry']",33,8,2026-05-16T19:13:21.289402+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Sustainability Data Analyst,"Michigan, USA",East Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Microgrid Control', 'Power Systems', 'Python', 'Wind Telemetry']",26,15,2026-05-16T19:13:21.289411+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Grid Integration Engineer,"Michigan, USA",Southeast Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Energy Analytics', 'IoT Sensor Networks', 'Power Systems', 'SCADA']",18,22,2026-05-16T19:13:21.289419+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Sustainability Data Analyst,"Michigan, USA",East Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Grid Integration', 'IoT Sensor Networks', 'Power Systems', 'SCADA']",27,24,2026-05-16T19:13:21.289426+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Grid Integration Engineer,"Michigan, USA",Upper Peninsula,MATLAB Simulink Power Systems & Grid Integration,"['Energy Analytics', 'Microgrid Control', 'Smart Grid Cert', 'Sustainability Mapping']",18,28,2026-05-16T19:13:21.289434+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Grid Integration Engineer,"Michigan, USA",East Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Energy Analytics', 'Microgrid Control', 'Solar Storage Systems', 'Wind Telemetry']",34,15,2026-05-16T19:13:21.289442+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Renewable Energy Project Manager,"Michigan, USA",West Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Energy Analytics', 'Grid Integration', 'Microgrid Control', 'SCADA']",30,12,2026-05-16T19:13:21.289449+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Smart Grid SCADA Operator,"Michigan, USA",North East Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Energy Analytics', 'Grid Integration', 'Microgrid Control', 'SCADA']",34,19,2026-05-16T19:13:21.289456+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Renewable Energy Project Manager,"Michigan, USA",North East Michigan,Smart Grid Architectures & Solar Storage Arrays,"['IoT Sensor Networks', 'Microgrid Control', 'Power Systems', 'Smart Grid Cert']",32,23,2026-05-16T19:13:21.289464+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Solar Storage Infrastructure Specialist,"Michigan, USA",South Central Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Energy Analytics', 'Grid Integration', 'Microgrid Control', 'Python']",21,15,2026-05-16T19:13:21.289471+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Grid Integration Engineer,"Michigan, USA",Upper Peninsula,Smart Grid Architectures & Solar Storage Arrays,"['SCADA', 'Smart Grid Cert', 'Solar Storage Systems', 'Sustainability Mapping']",17,24,2026-05-16T19:13:21.289479+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Renewable Energy Project Manager,"Michigan, USA",North East Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Smart Grid Cert', 'Solar Storage Systems', 'Sustainability Mapping', 'Wind Telemetry']",26,10,2026-05-16T19:13:21.289486+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Microgrid Controls Engineer,"Michigan, USA",Northwest Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Python', 'SCADA', 'Solar Storage Systems', 'Wind Telemetry']",16,25,2026-05-16T19:13:21.289495+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Renewable Energy Project Manager,"Michigan, USA",Northwest Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Energy Analytics', 'Python', 'Smart Grid Cert', 'Wind Telemetry']",33,25,2026-05-16T19:13:21.289528+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Sustainability Data Analyst,"Michigan, USA",West Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Energy Analytics', 'IoT Sensor Networks', 'Microgrid Control', 'Solar Storage Systems']",25,24,2026-05-16T19:13:21.289541+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Solar Storage Infrastructure Specialist,"Michigan, USA",North East Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Grid Integration', 'Smart Grid Cert', 'Solar Storage Systems', 'Wind Telemetry']",21,26,2026-05-16T19:13:21.289552+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Microgrid Controls Engineer,"Michigan, USA",North East Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Energy Analytics', 'IoT Sensor Networks', 'Solar Storage Systems', 'Sustainability Mapping']",31,22,2026-05-16T19:13:21.289563+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Renewable Energy Project Manager,"Michigan, USA",South Central Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['IoT Sensor Networks', 'Smart Grid Cert', 'Solar Storage Systems', 'Sustainability Mapping']",29,12,2026-05-16T19:13:21.289572+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Renewable Energy Project Manager,"Michigan, USA",Northwest Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Grid Integration', 'IoT Sensor Networks', 'Solar Storage Systems', 'Wind Telemetry']",29,26,2026-05-16T19:13:21.289582+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Renewable Energy Project Manager,"Michigan, USA",Southeast Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Power Systems', 'SCADA', 'Smart Grid Cert', 'Wind Telemetry']",29,17,2026-05-16T19:13:21.289593+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Microgrid Controls Engineer,"Michigan, USA",Upper Peninsula,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Energy Analytics', 'IoT Sensor Networks', 'SCADA', 'Smart Grid Cert']",27,16,2026-05-16T19:13:21.289603+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Smart Grid SCADA Operator,"Michigan, USA",South Central Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Energy Analytics', 'Power Systems', 'Python', 'Sustainability Mapping']",21,26,2026-05-16T19:13:21.289613+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Grid Integration Engineer,"Michigan, USA",Southeast Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Grid Integration', 'Microgrid Control', 'Power Systems', 'Python']",28,19,2026-05-16T19:13:21.289623+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Solar Storage Infrastructure Specialist,"Michigan, USA",Upper Peninsula,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Power Systems', 'Python', 'Sustainability Mapping', 'Wind Telemetry']",32,9,2026-05-16T19:13:21.289634+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Solar Storage Infrastructure Specialist,"Michigan, USA",Southeast Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Energy Analytics', 'Power Systems', 'SCADA', 'Smart Grid Cert']",16,17,2026-05-16T19:13:21.289645+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Sustainability Data Analyst,"Michigan, USA",North East Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Energy Analytics', 'Power Systems', 'SCADA', 'Solar Storage Systems']",19,28,2026-05-16T19:13:21.289655+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Sustainability Data Analyst,"Michigan, USA",Upper Peninsula,Smart Grid Architectures & Solar Storage Arrays,"['Microgrid Control', 'Smart Grid Cert', 'Sustainability Mapping', 'Wind Telemetry']",28,19,2026-05-16T19:13:21.289666+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Renewable Energy Project Manager,"Michigan, USA",North East Michigan,MATLAB Simulink Power Systems & Grid Integration,"['IoT Sensor Networks', 'Microgrid Control', 'Smart Grid Cert', 'Sustainability Mapping']",27,20,2026-05-16T19:13:21.289691+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Smart Grid SCADA Operator,"Michigan, USA",Southeast Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Energy Analytics', 'Microgrid Control', 'SCADA', 'Wind Telemetry']",32,12,2026-05-16T19:13:21.289706+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Smart Grid SCADA Operator,"Michigan, USA",Upper Peninsula,MATLAB Simulink Power Systems & Grid Integration,"['Power Systems', 'Python', 'Smart Grid Cert', 'Sustainability Mapping']",18,13,2026-05-16T19:13:21.289730+00:00
